Season,Date,Home,Away,URL
2023/2024,17-02-2024,Brentford,Liverpool,https://www.xscores.com/soccer/match/brentford-vs-liverpool/17-02-2024/2139656
2023/2024,17-02-2024,Burnley,Arsenal,https://www.xscores.com/soccer/match/burnley-vs-arsenal/17-02-2024/2139663
2023/2024,17-02-2024,Fulham,Aston Villa,https://www.xscores.com/soccer/match/fulham-vs-aston-villa/17-02-2024/2139665
2023/2024,17-02-2024,Newcastle,Bournemouth,https://www.xscores.com/soccer/match/newcastle-vs-bournemouth/17-02-2024/2139677
2023/2024,17-02-2024,Nottingham Forest,WestHam,https://www.xscores.com/soccer/match/nottingham-forest-vs-west-ham/17-02-2024/2139676
2023/2024,17-02-2024,Tottenham,Wolverhampton,https://www.xscores.com/soccer/match/tottenham-vs-wolverhampton/17-02-2024/2139674
2023/2024,17-02-2024,Manchester City,Chelsea,https://www.xscores.com/soccer/match/manchester-city-vs-chelsea/17-02-2024/2139667
2023/2024,18-02-2024,Sheffield United,Brighton,https://www.xscores.com/soccer/match/sheffield-united-vs-brighton/18-02-2024/2139675
2023/2024,18-02-2024,Luton,Manchester United,https://www.xscores.com/soccer/match/luton-vs-manchester-united/18-02-2024/2139666
2023/2024,19-02-2024,Everton,Crystal Palace,https://www.xscores.com/soccer/match/everton-vs-crystal-palace/19-02-2024/2139664
2023/2024,21-02-2024,Liverpool,Luton,https://www.xscores.com/soccer/match/liverpool-vs-luton/21-02-2024/2139684
2023/2024,24-02-2024,Aston Villa,Nottingham Forest,https://www.xscores.com/soccer/match/aston-villa-vs-nottingham-forest/24-02-2024/2139671
2023/2024,24-02-2024,Brighton,Everton,https://www.xscores.com/soccer/match/brighton-vs-everton/24-02-2024/2139670
2023/2024,24-02-2024,Crystal Palace,Burnley,https://www.xscores.com/soccer/match/crystal-palace-vs-burnley/24-02-2024/2139668
2023/2024,24-02-2024,Manchester United,Fulham,https://www.xscores.com/soccer/match/manchester-united-vs-fulham/24-02-2024/2139685
2023/2024,24-02-2024,Bournemouth,Manchester City,https://www.xscores.com/soccer/match/bournemouth-vs-manchester-city/24-02-2024/2139673
2023/2024,24-02-2024,Arsenal,Newcastle,https://www.xscores.com/soccer/match/arsenal-vs-newcastle/24-02-2024/2139672
2023/2024,25-02-2024,Wolverhampton,Sheffield United,https://www.xscores.com/soccer/match/wolverhampton-vs-sheffield-united/25-02-2024/2139682
2023/2024,26-02-2024,WestHam,Brentford,https://www.xscores.com/soccer/match/west-ham-vs-brentford/26-02-2024/2139683
2023/2024,02-05-2024,Chelsea,Tottenham,https://www.xscores.com/soccer/match/chelsea-vs-tottenham/02-05-2024/2139669
2023/2024,02-03-2024,Brentford,Chelsea,https://www.xscores.com/soccer/match/brentford-vs-chelsea/02-03-2024/2139681
2023/2024,02-03-2024,Everton,WestHam,https://www.xscores.com/soccer/match/everton-vs-west-ham/02-03-2024/2139679
2023/2024,02-03-2024,Fulham,Brighton,https://www.xscores.com/soccer/match/fulham-vs-brighton/02-03-2024/2139678
2023/2024,02-03-2024,Newcastle,Wolverhampton,https://www.xscores.com/soccer/match/newcastle-vs-wolverhampton/02-03-2024/2139687
2023/2024,02-03-2024,Nottingham Forest,Liverpool,https://www.xscores.com/soccer/match/nottingham-forest-vs-liverpool/02-03-2024/2139686
2023/2024,02-03-2024,Tottenham,Crystal Palace,https://www.xscores.com/soccer/match/tottenham-vs-crystal-palace/02-03-2024/2139691
2023/2024,02-03-2024,Luton,Aston Villa,https://www.xscores.com/soccer/match/luton-vs-aston-villa/02-03-2024/2139689
2023/2024,03-03-2024,Burnley,Bournemouth,https://www.xscores.com/soccer/match/burnley-vs-bournemouth/03-03-2024/2139680
2023/2024,03-03-2024,Manchester City,Manchester United,https://www.xscores.com/soccer/match/manchester-city-vs-manchester-united/03-03-2024/2139688
2023/2024,04-03-2024,Sheffield United,Arsenal,https://www.xscores.com/soccer/match/sheffield-united-vs-arsenal/04-03-2024/2139690
2023/2024,09-03-2024,Manchester United,Everton,https://www.xscores.com/soccer/match/manchester-united-vs-everton/09-03-2024/2139694
2023/2024,09-03-2024,Bournemouth,Sheffield United,https://www.xscores.com/soccer/match/bournemouth-vs-sheffield-united/09-03-2024/2139692
2023/2024,09-03-2024,Crystal Palace,Luton,https://www.xscores.com/soccer/match/crystal-palace-vs-luton/09-03-2024/2139696
2023/2024,09-03-2024,Wolverhampton,Fulham,https://www.xscores.com/soccer/match/wolverhampton-vs-fulham/09-03-2024/2139706
2023/2024,09-03-2024,Arsenal,Brentford,https://www.xscores.com/soccer/match/arsenal-vs-brentford/09-03-2024/2139700
2023/2024,10-03-2024,Aston Villa,Tottenham,https://www.xscores.com/soccer/match/aston-villa-vs-tottenham/10-03-2024/2139699
2023/2024,10-03-2024,Brighton,Nottingham Forest,https://www.xscores.com/soccer/match/brighton-vs-nottingham-forest/10-03-2024/2139698
2023/2024,10-03-2024,WestHam,Burnley,https://www.xscores.com/soccer/match/west-ham-vs-burnley/10-03-2024/2139693
2023/2024,10-03-2024,Liverpool,Manchester City,https://www.xscores.com/soccer/match/liverpool-vs-manchester-city/10-03-2024/2139695
2023/2024,11-03-2024,Chelsea,Newcastle,https://www.xscores.com/soccer/match/chelsea-vs-newcastle/11-03-2024/2139697
2023/2024,16-03-2024,Burnley,Brentford,https://www.xscores.com/soccer/match/burnley-vs-brentford/16-03-2024/2139704
2023/2024,16-03-2024,Luton,Nottingham Forest,https://www.xscores.com/soccer/match/luton-vs-nottingham-forest/16-03-2024/2139714
2023/2024,16-03-2024,Fulham,Tottenham,https://www.xscores.com/soccer/match/fulham-vs-tottenham/16-03-2024/2139701
2023/2024,17-03-2024,WestHam,Aston Villa,https://www.xscores.com/soccer/match/west-ham-vs-aston-villa/17-03-2024/2139712
2023/2024,23-04-2024,Arsenal,Chelsea,https://www.xscores.com/soccer/match/arsenal-vs-chelsea/23-04-2024/2139705
2023/2024,24-04-2024,Wolverhampton,Bournemouth,https://www.xscores.com/soccer/match/wolverhampton-vs-bournemouth/24-04-2024/2139711
2023/2024,24-04-2024,Crystal Palace,Newcastle,https://www.xscores.com/soccer/match/crystal-palace-vs-newcastle/24-04-2024/2139703
2023/2024,24-04-2024,Everton,Liverpool,https://www.xscores.com/soccer/match/everton-vs-liverpool/24-04-2024/2139702
2023/2024,24-04-2024,Manchester United,Sheffield United,https://www.xscores.com/soccer/match/manchester-united-vs-sheffield-united/24-04-2024/2139713
2023/2024,25-04-2024,Brighton,Manchester City,https://www.xscores.com/soccer/match/brighton-vs-manchester-city/25-04-2024/2139707
2023/2024,30-03-2024,Newcastle,WestHam,https://www.xscores.com/soccer/match/newcastle-vs-west-ham/30-03-2024/2139721
2023/2024,30-03-2024,Bournemouth,Everton,https://www.xscores.com/soccer/match/bournemouth-vs-everton/30-03-2024/2139710
2023/2024,30-03-2024,Chelsea,Burnley,https://www.xscores.com/soccer/match/chelsea-vs-burnley/30-03-2024/2139715
2023/2024,30-03-2024,Nottingham Forest,Crystal Palace,https://www.xscores.com/soccer/match/nottingham-forest-vs-crystal-palace/30-03-2024/2139720
2023/2024,30-03-2024,Sheffield United,Fulham,https://www.xscores.com/soccer/match/sheffield-united-vs-fulham/30-03-2024/2139719
2023/2024,30-03-2024,Tottenham,Luton,https://www.xscores.com/soccer/match/tottenham-vs-luton/30-03-2024/2139716
2023/2024,30-03-2024,Aston Villa,Wolverhampton,https://www.xscores.com/soccer/match/aston-villa-vs-wolverhampton/30-03-2024/2139709
2023/2024,30-03-2024,Brentford,Manchester United,https://www.xscores.com/soccer/match/brentford-vs-manchester-united/30-03-2024/2139708
2023/2024,31-03-2024,Liverpool,Brighton,https://www.xscores.com/soccer/match/liverpool-vs-brighton/31-03-2024/2139723
2023/2024,31-03-2024,Manchester City,Arsenal,https://www.xscores.com/soccer/match/manchester-city-vs-arsenal/31-03-2024/2139722
2023/2024,02-04-2024,Newcastle,Everton,https://www.xscores.com/soccer/match/newcastle-vs-everton/02-04-2024/2139724
2023/2024,02-04-2024,Nottingham Forest,Fulham,https://www.xscores.com/soccer/match/nottingham-forest-vs-fulham/02-04-2024/2139729
2023/2024,02-04-2024,Bournemouth,Crystal Palace,https://www.xscores.com/soccer/match/bournemouth-vs-crystal-palace/02-04-2024/2139718
2023/2024,02-04-2024,Burnley,Wolverhampton,https://www.xscores.com/soccer/match/burnley-vs-wolverhampton/02-04-2024/2139730
2023/2024,02-04-2024,WestHam,Tottenham,https://www.xscores.com/soccer/match/west-ham-vs-tottenham/02-04-2024/2139728
2023/2024,03-04-2024,Arsenal,Luton,https://www.xscores.com/soccer/match/arsenal-vs-luton/03-04-2024/2139717
2023/2024,03-04-2024,Brentford,Brighton,https://www.xscores.com/soccer/match/brentford-vs-brighton/03-04-2024/2139731
2023/2024,03-04-2024,Manchester City,Aston Villa,https://www.xscores.com/soccer/match/manchester-city-vs-aston-villa/03-04-2024/2139726
2023/2024,04-04-2024,Liverpool,Sheffield United,https://www.xscores.com/soccer/match/liverpool-vs-sheffield-united/04-04-2024/2139725
2023/2024,04-04-2024,Chelsea,Manchester United,https://www.xscores.com/soccer/match/chelsea-vs-manchester-united/04-04-2024/2139727
2023/2024,06-04-2024,Crystal Palace,Manchester City,https://www.xscores.com/soccer/match/crystal-palace-vs-manchester-city/06-04-2024/2139736
2023/2024,06-04-2024,Aston Villa,Brentford,https://www.xscores.com/soccer/match/aston-villa-vs-brentford/06-04-2024/2139738
2023/2024,06-04-2024,Everton,Burnley,https://www.xscores.com/soccer/match/everton-vs-burnley/06-04-2024/2139735
2023/2024,06-04-2024,Fulham,Newcastle,https://www.xscores.com/soccer/match/fulham-vs-newcastle/06-04-2024/2139734
2023/2024,06-04-2024,Luton,Bournemouth,https://www.xscores.com/soccer/match/luton-vs-bournemouth/06-04-2024/2139733
2023/2024,06-04-2024,Wolverhampton,WestHam,https://www.xscores.com/soccer/match/wolverhampton-vs-west-ham/06-04-2024/2139745
2023/2024,06-04-2024,Brighton,Arsenal,https://www.xscores.com/soccer/match/brighton-vs-arsenal/06-04-2024/2139737
2023/2024,07-04-2024,Manchester United,Liverpool,https://www.xscores.com/soccer/match/manchester-united-vs-liverpool/07-04-2024/2139732
2023/2024,07-04-2024,Sheffield United,Chelsea,https://www.xscores.com/soccer/match/sheffield-united-vs-chelsea/07-04-2024/2139739
2023/2024,07-04-2024,Tottenham,Nottingham Forest,https://www.xscores.com/soccer/match/tottenham-vs-nottingham-forest/07-04-2024/2139746
2023/2024,13-04-2024,Newcastle,Tottenham,https://www.xscores.com/soccer/match/newcastle-vs-tottenham/13-04-2024/2139750
2023/2024,13-04-2024,Brentford,Sheffield United,https://www.xscores.com/soccer/match/brentford-vs-sheffield-united/13-04-2024/2139742
2023/2024,13-04-2024,Burnley,Brighton,https://www.xscores.com/soccer/match/burnley-vs-brighton/13-04-2024/2139741
2023/2024,13-04-2024,Manchester City,Luton,https://www.xscores.com/soccer/match/manchester-city-vs-luton/13-04-2024/2139751
2023/2024,13-04-2024,Nottingham Forest,Wolverhampton,https://www.xscores.com/soccer/match/nottingham-forest-vs-wolverhampton/13-04-2024/2139749
2023/2024,13-04-2024,Bournemouth,Manchester United,https://www.xscores.com/soccer/match/bournemouth-vs-manchester-united/13-04-2024/2139744
2023/2024,14-04-2024,Liverpool,Crystal Palace,https://www.xscores.com/soccer/match/liverpool-vs-crystal-palace/14-04-2024/2139752
2023/2024,14-04-2024,WestHam,Fulham,https://www.xscores.com/soccer/match/west-ham-vs-fulham/14-04-2024/2139748
2023/2024,14-04-2024,Arsenal,Aston Villa,https://www.xscores.com/soccer/match/arsenal-vs-aston-villa/14-04-2024/2139743
2023/2024,15-04-2024,Chelsea,Everton,https://www.xscores.com/soccer/match/chelsea-vs-everton/15-04-2024/2139740
2023/2024,20-04-2024,Luton,Brentford,https://www.xscores.com/soccer/match/luton-vs-brentford/20-04-2024/2139756
2023/2024,20-04-2024,Sheffield United,Burnley,https://www.xscores.com/soccer/match/sheffield-united-vs-burnley/20-04-2024/2139754
2023/2024,20-04-2024,Wolverhampton,Arsenal,https://www.xscores.com/soccer/match/wolverhampton-vs-arsenal/20-04-2024/2139761
2023/2024,21-04-2024,Everton,Nottingham Forest,https://www.xscores.com/soccer/match/everton-vs-nottingham-forest/21-04-2024/2139758
2023/2024,21-04-2024,Aston Villa,Bournemouth,https://www.xscores.com/soccer/match/aston-villa-vs-bournemouth/21-04-2024/2139747
2023/2024,21-04-2024,Crystal Palace,WestHam,https://www.xscores.com/soccer/match/crystal-palace-vs-west-ham/21-04-2024/2139759
2023/2024,21-04-2024,Fulham,Liverpool,https://www.xscores.com/soccer/match/fulham-vs-liverpool/21-04-2024/2139757
2023/2024,14-05-2024,Tottenham,Manchester City,https://www.xscores.com/soccer/match/tottenham-vs-manchester-city/14-05-2024/2139753
2023/2024,15-05-2024,Brighton,Chelsea,https://www.xscores.com/soccer/match/brighton-vs-chelsea/15-05-2024/2139760
2023/2024,15-05-2024,Manchester United,Newcastle,https://www.xscores.com/soccer/match/manchester-united-vs-newcastle/15-05-2024/2139755
2023/2024,27-04-2024,WestHam,Liverpool,https://www.xscores.com/soccer/match/west-ham-vs-liverpool/27-04-2024/2139773
2023/2024,27-04-2024,Fulham,Crystal Palace,https://www.xscores.com/soccer/match/fulham-vs-crystal-palace/27-04-2024/2139765
2023/2024,27-04-2024,Manchester United,Burnley,https://www.xscores.com/soccer/match/manchester-united-vs-burnley/27-04-2024/2139766
2023/2024,27-04-2024,Newcastle,Sheffield United,https://www.xscores.com/soccer/match/newcastle-vs-sheffield-united/27-04-2024/2139775
2023/2024,27-04-2024,Wolverhampton,Luton,https://www.xscores.com/soccer/match/wolverhampton-vs-luton/27-04-2024/2139768
2023/2024,27-04-2024,Everton,Brentford,https://www.xscores.com/soccer/match/everton-vs-brentford/27-04-2024/2139764
2023/2024,27-04-2024,Aston Villa,Chelsea,https://www.xscores.com/soccer/match/aston-villa-vs-chelsea/27-04-2024/2139763
2023/2024,28-04-2024,Bournemouth,Brighton,https://www.xscores.com/soccer/match/bournemouth-vs-brighton/28-04-2024/2139762
2023/2024,28-04-2024,Tottenham,Arsenal,https://www.xscores.com/soccer/match/tottenham-vs-arsenal/28-04-2024/2139767
2023/2024,28-04-2024,Nottingham Forest,Manchester City,https://www.xscores.com/soccer/match/nottingham-forest-vs-manchester-city/28-04-2024/2139774
2023/2024,03-05-2024,Luton,Everton,https://www.xscores.com/soccer/match/luton-vs-everton/03-05-2024/2139782
2023/2024,04-05-2024,Arsenal,Bournemouth,https://www.xscores.com/soccer/match/arsenal-vs-bournemouth/04-05-2024/2139772
2023/2024,04-05-2024,Brentford,Fulham,https://www.xscores.com/soccer/match/brentford-vs-fulham/04-05-2024/2139769
2023/2024,04-05-2024,Burnley,Newcastle,https://www.xscores.com/soccer/match/burnley-vs-newcastle/04-05-2024/2139770
2023/2024,04-05-2024,Sheffield United,Nottingham Forest,https://www.xscores.com/soccer/match/sheffield-united-vs-nottingham-forest/04-05-2024/2139780
2023/2024,04-05-2024,Manchester City,Wolverhampton,https://www.xscores.com/soccer/match/manchester-city-vs-wolverhampton/04-05-2024/2139781
2023/2024,05-05-2024,Brighton,Aston Villa,https://www.xscores.com/soccer/match/brighton-vs-aston-villa/05-05-2024/2139784
2023/2024,05-05-2024,Chelsea,WestHam,https://www.xscores.com/soccer/match/chelsea-vs-west-ham/05-05-2024/2139771
2023/2024,05-05-2024,Liverpool,Tottenham,https://www.xscores.com/soccer/match/liverpool-vs-tottenham/05-05-2024/2139783
2023/2024,06-05-2024,Crystal Palace,Manchester United,https://www.xscores.com/soccer/match/crystal-palace-vs-manchester-united/06-05-2024/2139776
2023/2024,11-05-2024,Fulham,Manchester City,https://www.xscores.com/soccer/match/fulham-vs-manchester-city/11-05-2024/2139785
2023/2024,11-05-2024,Bournemouth,Brentford,https://www.xscores.com/soccer/match/bournemouth-vs-brentford/11-05-2024/2139777
2023/2024,11-05-2024,Everton,Sheffield United,https://www.xscores.com/soccer/match/everton-vs-sheffield-united/11-05-2024/2139779
2023/2024,11-05-2024,Newcastle,Brighton,https://www.xscores.com/soccer/match/newcastle-vs-brighton/11-05-2024/2139791
2023/2024,11-05-2024,Tottenham,Burnley,https://www.xscores.com/soccer/match/tottenham-vs-burnley/11-05-2024/2139787
2023/2024,11-05-2024,WestHam,Luton,https://www.xscores.com/soccer/match/west-ham-vs-luton/11-05-2024/2139788
2023/2024,11-05-2024,Wolverhampton,Crystal Palace,https://www.xscores.com/soccer/match/wolverhampton-vs-crystal-palace/11-05-2024/2139789
2023/2024,11-05-2024,Nottingham Forest,Chelsea,https://www.xscores.com/soccer/match/nottingham-forest-vs-chelsea/11-05-2024/2139796
2023/2024,12-05-2024,Manchester United,Arsenal,https://www.xscores.com/soccer/match/manchester-united-vs-arsenal/12-05-2024/2139786
2023/2024,13-05-2024,Aston Villa,Liverpool,https://www.xscores.com/soccer/match/aston-villa-vs-liverpool/13-05-2024/2139778
2023/2024,19-05-2024,Arsenal,Everton,https://www.xscores.com/soccer/match/arsenal-vs-everton/19-05-2024/2139790
2023/2024,19-05-2024,Brentford,Newcastle,https://www.xscores.com/soccer/match/brentford-vs-newcastle/19-05-2024/2139795
2023/2024,19-05-2024,Brighton,Manchester United,https://www.xscores.com/soccer/match/brighton-vs-manchester-united/19-05-2024/2139800
2023/2024,19-05-2024,Burnley,Nottingham Forest,https://www.xscores.com/soccer/match/burnley-vs-nottingham-forest/19-05-2024/2139794
2023/2024,19-05-2024,Chelsea,Bournemouth,https://www.xscores.com/soccer/match/chelsea-vs-bournemouth/19-05-2024/2139793
2023/2024,19-05-2024,Crystal Palace,Aston Villa,https://www.xscores.com/soccer/match/crystal-palace-vs-aston-villa/19-05-2024/2139792
2023/2024,19-05-2024,Liverpool,Wolverhampton,https://www.xscores.com/soccer/match/liverpool-vs-wolverhampton/19-05-2024/2139797
2023/2024,19-05-2024,Luton,Fulham,https://www.xscores.com/soccer/match/luton-vs-fulham/19-05-2024/2139799
2023/2024,19-05-2024,Manchester City,WestHam,https://www.xscores.com/soccer/match/manchester-city-vs-west-ham/19-05-2024/2139798
2023/2024,19-05-2024,Sheffield United,Tottenham,https://www.xscores.com/soccer/match/sheffield-united-vs-tottenham/19-05-2024/2139801
