URL,Home Team,Away Team,date,Goal Type,Score,Player,Elapsed Time,Added Time
https://www.xscores.com/soccer/match/crystal-palace-vs-leicester/03-10-2021/319179,Crystal Palace,Leicester,2021-10-03T14:00:00,Regular goal,0-2,Jamie Vardy,37,0
https://www.xscores.com/soccer/match/crystal-palace-vs-leicester/03-10-2021/319179,Crystal Palace,Leicester,2021-10-03T14:00:00,Regular goal,1-2,Michael Olise,61,0
https://www.xscores.com/soccer/match/crystal-palace-vs-leicester/03-10-2021/319179,Crystal Palace,Leicester,2021-10-03T14:00:00,Regular goal,2-2,Jeffrey Schlupp,72,0
https://www.xscores.com/soccer/match/tottenham-vs-aston-villa/03-10-2021/319183,Tottenham,Aston Villa,2021-10-03T14:00:00,Regular goal,1-0,Pierre-Emile Hoejbjerg,27,0
https://www.xscores.com/soccer/match/tottenham-vs-aston-villa/03-10-2021/319183,Tottenham,Aston Villa,2021-10-03T14:00:00,Regular goal,1-1,Ollie Watkins,67,0
https://www.xscores.com/soccer/match/tottenham-vs-aston-villa/03-10-2021/319183,Tottenham,Aston Villa,2021-10-03T14:00:00,Own goal,2-1,Matt Targett,71,0
https://www.xscores.com/soccer/match/west-ham-vs-brentford/03-10-2021/319184,West Ham,Brentford,2021-10-03T14:00:00,Regular goal,0-1,Bryan Mbeumo,20,0
https://www.xscores.com/soccer/match/west-ham-vs-brentford/03-10-2021/319184,West Ham,Brentford,2021-10-03T14:00:00,Regular goal,1-1,Jarrod Bowen,80,0
https://www.xscores.com/soccer/match/west-ham-vs-brentford/03-10-2021/319184,West Ham,Brentford,2021-10-03T14:00:00,Regular goal,1-2,Yoane Wissa,90,4
https://www.xscores.com/soccer/match/liverpool-vs-manchester-city/03-10-2021/319181,Liverpool,Manchester City,2021-10-03T16:30:00,Regular goal,1-0,Sadio Mane,59,0
https://www.xscores.com/soccer/match/liverpool-vs-manchester-city/03-10-2021/319181,Liverpool,Manchester City,2021-10-03T16:30:00,Regular goal,1-1,Phil Foden,69,0
https://www.xscores.com/soccer/match/liverpool-vs-manchester-city/03-10-2021/319181,Liverpool,Manchester City,2021-10-03T16:30:00,Regular goal,2-1,Mohamed Salah,76,0
https://www.xscores.com/soccer/match/liverpool-vs-manchester-city/03-10-2021/319181,Liverpool,Manchester City,2021-10-03T16:30:00,Regular goal,2-2,Kevin De Bruyne,81,0
https://www.xscores.com/soccer/match/watford-vs-liverpool/16-10-2021/319195,Watford,Liverpool,2021-10-16T12:30:00,Regular goal,0-1,Sadio Mane,9,0
https://www.xscores.com/soccer/match/watford-vs-liverpool/16-10-2021/319195,Watford,Liverpool,2021-10-16T12:30:00,Regular goal,0-2,Roberto Firmino,37,0
