season,date,home_team,away_team,url
2012/2013,2012-08-18T15:00:00,Arsenal,Sunderland,https://www.xscores.com/soccer/match/arsenal-vs-sunderland/18-08-2012/1555009
2012/2013,2012-08-18T15:00:00,Fulham,Norwich,https://www.xscores.com/soccer/match/fulham-vs-norwich/18-08-2012/1555011
2012/2013,2012-08-18T15:00:00,Queens Park Rangers,Swansea,https://www.xscores.com/soccer/match/queens-park-rangers-vs-swansea/18-08-2012/1555013
2012/2013,2012-08-18T15:00:00,Reading,Stoke,https://www.xscores.com/soccer/match/reading-vs-stoke/18-08-2012/1555014
2012/2013,2012-08-18T15:00:00,West Bromwich,Liverpool,https://www.xscores.com/soccer/match/west-bromwich-vs-liverpool/18-08-2012/1555015
2012/2013,2012-08-18T15:00:00,West Ham,Aston Villa,https://www.xscores.com/soccer/match/west-ham-vs-aston-villa/18-08-2012/1555016
2012/2013,2012-08-18T17:30:00,Newcastle,Tottenham,https://www.xscores.com/soccer/match/newcastle-vs-tottenham/18-08-2012/1555018
2012/2013,2012-08-19T13:30:00,Wigan,Chelsea,https://www.xscores.com/soccer/match/wigan-vs-chelsea/19-08-2012/1555017
2012/2013,2012-08-19T16:00:00,Manchester City,Southampton,https://www.xscores.com/soccer/match/manchester-city-vs-southampton/19-08-2012/1555012
2012/2013,2012-08-20T20:00:00,Everton,Manchester United,https://www.xscores.com/soccer/match/everton-vs-manchester-united/20-08-2012/1555010
2012/2013,2012-08-25T12:45:00,Swansea,West Ham,https://www.xscores.com/soccer/match/swansea-vs-west-ham/25-08-2012/1555027
2012/2013,2012-08-25T15:00:00,Aston Villa,Everton,https://www.xscores.com/soccer/match/aston-villa-vs-everton/25-08-2012/1555019
2012/2013,2012-08-25T15:00:00,Manchester United,Fulham,https://www.xscores.com/soccer/match/manchester-united-vs-fulham/25-08-2012/1555022
2012/2013,2012-08-25T15:00:00,Norwich,Queens Park Rangers,https://www.xscores.com/soccer/match/norwich-vs-queens-park-rangers/25-08-2012/1555023
2012/2013,2012-08-25T15:00:00,Southampton,Wigan,https://www.xscores.com/soccer/match/southampton-vs-wigan/25-08-2012/1555024
2012/2013,2012-08-25T15:00:00,Tottenham,West Bromwich,https://www.xscores.com/soccer/match/tottenham-vs-west-bromwich/25-08-2012/1555028
2012/2013,2012-08-25T17:30:00,Chelsea,Newcastle,https://www.xscores.com/soccer/match/chelsea-vs-newcastle/25-08-2012/1555020
2012/2013,2012-08-26T13:30:00,Stoke,Arsenal,https://www.xscores.com/soccer/match/stoke-vs-arsenal/26-08-2012/1555025
2012/2013,2012-08-26T16:00:00,Liverpool,Manchester City,https://www.xscores.com/soccer/match/liverpool-vs-manchester-city/26-08-2012/1555021
2012/2013,2012-12-11T19:45:00,Sunderland,Reading,https://www.xscores.com/soccer/match/sunderland-vs-reading/11-12-2012/1555026
2012/2013,2012-08-22T19:45:00,Chelsea,Reading,https://www.xscores.com/soccer/match/chelsea-vs-reading/22-08-2012/1555029
2012/2013,2012-09-01T12:45:00,West Ham,Fulham,https://www.xscores.com/soccer/match/west-ham-vs-fulham/01-09-2012/1555037
2012/2013,2012-09-01T15:00:00,Swansea,Sunderland,https://www.xscores.com/soccer/match/swansea-vs-sunderland/01-09-2012/1555034
2012/2013,2012-09-01T15:00:00,Tottenham,Norwich,https://www.xscores.com/soccer/match/tottenham-vs-norwich/01-09-2012/1555035
2012/2013,2012-09-01T15:00:00,West Bromwich,Everton,https://www.xscores.com/soccer/match/west-bromwich-vs-everton/01-09-2012/1555036
2012/2013,2012-09-01T15:00:00,Wigan,Stoke,https://www.xscores.com/soccer/match/wigan-vs-stoke/01-09-2012/1555038
2012/2013,2012-09-01T17:30:00,Manchester City,Queens Park Rangers,https://www.xscores.com/soccer/match/manchester-city-vs-queens-park-rangers/01-09-2012/1555031
