season,date,home_team,away_team,url
1995/1996,1995-08-19T01:00:00,AFC Wimbledon,Bolton,https://www.xscores.com/soccer/match/afc-wimbledon-vs-bolton/19-08-1995/1594715
1995/1996,1995-08-19T01:00:00,Aston Villa,Manchester United,https://www.xscores.com/soccer/match/aston-villa-vs-manchester-united/19-08-1995/1594707
1995/1996,1995-08-19T01:00:00,Blackburn,Queens Park Rangers,https://www.xscores.com/soccer/match/blackburn-vs-queens-park-rangers/19-08-1995/1594708
1995/1996,1995-08-19T01:00:00,Chelsea,Everton,https://www.xscores.com/soccer/match/chelsea-vs-everton/19-08-1995/1594709
1995/1996,1995-08-19T01:00:00,Liverpool,Sheffield Wednesday,https://www.xscores.com/soccer/match/liverpool-vs-sheffield-wednesday/19-08-1995/1594710
1995/1996,1995-08-19T01:00:00,Manchester City,Tottenham,https://www.xscores.com/soccer/match/manchester-city-vs-tottenham/19-08-1995/1594711
1995/1996,1995-08-19T01:00:00,Newcastle,Coventry,https://www.xscores.com/soccer/match/newcastle-vs-coventry/19-08-1995/1594712
1995/1996,1995-08-19T01:00:00,Southampton,Nottingham Forest,https://www.xscores.com/soccer/match/southampton-vs-nottingham-forest/19-08-1995/1594713
1995/1996,1995-08-19T01:00:00,West Ham,Leeds,https://www.xscores.com/soccer/match/west-ham-vs-leeds/19-08-1995/1594714
1995/1996,1995-08-20T01:00:00,Arsenal,Middlesbrough,https://www.xscores.com/soccer/match/arsenal-vs-middlesbrough/20-08-1995/1594716
1995/1996,1995-08-21T01:00:00,Leeds,Liverpool,https://www.xscores.com/soccer/match/leeds-vs-liverpool/21-08-1995/1594717
1995/1996,1995-08-22T01:00:00,Bolton,Newcastle,https://www.xscores.com/soccer/match/bolton-vs-newcastle/22-08-1995/1594718
1995/1996,1995-08-23T01:00:00,Coventry,Manchester City,https://www.xscores.com/soccer/match/coventry-vs-manchester-city/23-08-1995/1594719
1995/1996,1995-08-23T01:00:00,Everton,Arsenal,https://www.xscores.com/soccer/match/everton-vs-arsenal/23-08-1995/1594720
1995/1996,1995-08-23T01:00:00,Manchester United,West Ham,https://www.xscores.com/soccer/match/manchester-united-vs-west-ham/23-08-1995/1594721
1995/1996,1995-08-23T01:00:00,Nottingham Forest,Chelsea,https://www.xscores.com/soccer/match/nottingham-forest-vs-chelsea/23-08-1995/1594722
1995/1996,1995-08-23T01:00:00,Queens Park Rangers,AFC Wimbledon,https://www.xscores.com/soccer/match/queens-park-rangers-vs-afc-wimbledon/23-08-1995/1594723
1995/1996,1995-08-23T01:00:00,Sheffield Wednesday,Blackburn,https://www.xscores.com/soccer/match/sheffield-wednesday-vs-blackburn/23-08-1995/1594724
1995/1996,1995-08-23T01:00:00,Tottenham,Aston Villa,https://www.xscores.com/soccer/match/tottenham-vs-aston-villa/23-08-1995/1594725
1995/1996,1995-08-26T01:00:00,Bolton,Blackburn,https://www.xscores.com/soccer/match/bolton-vs-blackburn/26-08-1995/1594726
1995/1996,1995-08-26T01:00:00,Coventry,Arsenal,https://www.xscores.com/soccer/match/coventry-vs-arsenal/26-08-1995/1594727
1995/1996,1995-08-26T01:00:00,Everton,Southampton,https://www.xscores.com/soccer/match/everton-vs-southampton/26-08-1995/1594728
1995/1996,1995-08-26T01:00:00,Leeds,Aston Villa,https://www.xscores.com/soccer/match/leeds-vs-aston-villa/26-08-1995/1594729
1995/1996,1995-08-26T01:00:00,Manchester United,AFC Wimbledon,https://www.xscores.com/soccer/match/manchester-united-vs-afc-wimbledon/26-08-1995/1594730
1995/1996,1995-08-26T01:00:00,Middlesbrough,Chelsea,https://www.xscores.com/soccer/match/middlesbrough-vs-chelsea/26-08-1995/1594731
1995/1996,1995-08-26T01:00:00,Nottingham Forest,West Ham,https://www.xscores.com/soccer/match/nottingham-forest-vs-west-ham/26-08-1995/1594732
1995/1996,1995-08-26T01:00:00,Queens Park Rangers,Manchester City,https://www.xscores.com/soccer/match/queens-park-rangers-vs-manchester-city/26-08-1995/1594733
1995/1996,1995-08-26T01:00:00,Tottenham,Liverpool,https://www.xscores.com/soccer/match/tottenham-vs-liverpool/26-08-1995/1594734
1995/1996,1995-08-27T01:00:00,Sheffield Wednesday,Newcastle,https://www.xscores.com/soccer/match/sheffield-wednesday-vs-newcastle/27-08-1995/1594735
1995/1996,1995-08-28T01:00:00,Blackburn,Manchester United,https://www.xscores.com/soccer/match/blackburn-vs-manchester-united/28-08-1995/1594736
