season,date,home_team,away_team,url
2009/2010,2009-08-15T12:45:00,Chelsea,Hull,https://www.xscores.com/soccer/match/chelsea-vs-hull/15-08-2009/1543798
2009/2010,2009-08-15T15:00:00,Aston Villa,Wigan,https://www.xscores.com/soccer/match/aston-villa-vs-wigan/15-08-2009/1543795
2009/2010,2009-08-15T15:00:00,Blackburn,Manchester City,https://www.xscores.com/soccer/match/blackburn-vs-manchester-city/15-08-2009/1543796
2009/2010,2009-08-15T15:00:00,Bolton,Sunderland,https://www.xscores.com/soccer/match/bolton-vs-sunderland/15-08-2009/1543797
2009/2010,2009-08-15T15:00:00,Portsmouth,Fulham,https://www.xscores.com/soccer/match/portsmouth-vs-fulham/15-08-2009/1543800
2009/2010,2009-08-15T15:00:00,Stoke,Burnley,https://www.xscores.com/soccer/match/stoke-vs-burnley/15-08-2009/1543801
2009/2010,2009-08-15T15:00:00,Wolverhampton,West Ham,https://www.xscores.com/soccer/match/wolverhampton-vs-west-ham/15-08-2009/1543802
2009/2010,2009-08-15T17:30:00,Everton,Arsenal,https://www.xscores.com/soccer/match/everton-vs-arsenal/15-08-2009/1543799
2009/2010,2009-08-16T13:30:00,Manchester United,Birmingham,https://www.xscores.com/soccer/match/manchester-united-vs-birmingham/16-08-2009/1543803
2009/2010,2009-08-16T16:00:00,Tottenham,Liverpool,https://www.xscores.com/soccer/match/tottenham-vs-liverpool/16-08-2009/1543804
2009/2010,2009-08-18T19:45:00,Sunderland,Chelsea,https://www.xscores.com/soccer/match/sunderland-vs-chelsea/18-08-2009/1543807
2009/2010,2009-08-18T19:45:00,Wigan,Wolverhampton,https://www.xscores.com/soccer/match/wigan-vs-wolverhampton/18-08-2009/1543809
2009/2010,2009-08-19T19:45:00,Birmingham,Portsmouth,https://www.xscores.com/soccer/match/birmingham-vs-portsmouth/19-08-2009/1543810
2009/2010,2009-08-19T19:45:00,Burnley,Manchester United,https://www.xscores.com/soccer/match/burnley-vs-manchester-united/19-08-2009/1543811
2009/2010,2009-08-19T19:45:00,Hull,Tottenham,https://www.xscores.com/soccer/match/hull-vs-tottenham/19-08-2009/1543812
2009/2010,2009-08-19T20:00:00,Liverpool,Stoke,https://www.xscores.com/soccer/match/liverpool-vs-stoke/19-08-2009/1543813
2009/2010,2009-11-04T19:45:00,West Ham,Aston Villa,https://www.xscores.com/soccer/match/west-ham-vs-aston-villa/04-11-2009/1543808
2009/2010,2009-11-25T20:00:00,Fulham,Blackburn,https://www.xscores.com/soccer/match/fulham-vs-blackburn/25-11-2009/1543806
2009/2010,2010-01-20T19:45:00,Arsenal,Bolton,https://www.xscores.com/soccer/match/arsenal-vs-bolton/20-01-2010/1543805
2009/2010,2010-03-24T19:45:00,Manchester City,Everton,https://www.xscores.com/soccer/match/manchester-city-vs-everton/24-03-2010/1543814
2009/2010,2009-08-22T15:00:00,Arsenal,Portsmouth,https://www.xscores.com/soccer/match/arsenal-vs-portsmouth/22-08-2009/1543815
2009/2010,2009-08-22T15:00:00,Birmingham,Stoke,https://www.xscores.com/soccer/match/birmingham-vs-stoke/22-08-2009/1543816
2009/2010,2009-08-22T15:00:00,Hull,Bolton,https://www.xscores.com/soccer/match/hull-vs-bolton/22-08-2009/1543817
2009/2010,2009-08-22T15:00:00,Manchester City,Wolverhampton,https://www.xscores.com/soccer/match/manchester-city-vs-wolverhampton/22-08-2009/1543818
2009/2010,2009-08-22T15:00:00,Sunderland,Blackburn,https://www.xscores.com/soccer/match/sunderland-vs-blackburn/22-08-2009/1543819
2009/2010,2009-08-22T15:00:00,Wigan,Manchester United,https://www.xscores.com/soccer/match/wigan-vs-manchester-united/22-08-2009/1543820
2009/2010,2009-08-23T13:30:00,West Ham,Tottenham,https://www.xscores.com/soccer/match/west-ham-vs-tottenham/23-08-2009/1543823
2009/2010,2009-08-23T15:00:00,Burnley,Everton,https://www.xscores.com/soccer/match/burnley-vs-everton/23-08-2009/1543821
2009/2010,2009-08-23T16:00:00,Fulham,Chelsea,https://www.xscores.com/soccer/match/fulham-vs-chelsea/23-08-2009/1543822
2009/2010,2009-08-24T20:00:00,Liverpool,Aston Villa,https://www.xscores.com/soccer/match/liverpool-vs-aston-villa/24-08-2009/1543824
2009/2010,2009-08-29T12:45:00,Chelsea,Burnley,https://www.xscores.com/soccer/match/chelsea-vs-burnley/29-08-2009/1543828
2009/2010,2009-08-29T15:00:00,Blackburn,West Ham,https://www.xscores.com/soccer/match/blackburn-vs-west-ham/29-08-2009/1543825
2009/2010,2009-08-29T15:00:00,Bolton,Liverpool,https://www.xscores.com/soccer/match/bolton-vs-liverpool/29-08-2009/1543827
2009/2010,2009-08-29T15:00:00,Stoke,Sunderland,https://www.xscores.com/soccer/match/stoke-vs-sunderland/29-08-2009/1543833
2009/2010,2009-08-29T15:00:00,Tottenham,Birmingham,https://www.xscores.com/soccer/match/tottenham-vs-birmingham/29-08-2009/1543834
2009/2010,2009-08-29T15:00:00,Wolverhampton,Hull,https://www.xscores.com/soccer/match/wolverhampton-vs-hull/29-08-2009/1543836
2009/2010,2009-08-29T17:15:00,Manchester United,Arsenal,https://www.xscores.com/soccer/match/manchester-united-vs-arsenal/29-08-2009/1543832
2009/2010,2009-08-30T13:30:00,Portsmouth,Manchester City,https://www.xscores.com/soccer/match/portsmouth-vs-manchester-city/30-08-2009/1543846
2009/2010,2009-08-30T15:00:00,Everton,Wigan,https://www.xscores.com/soccer/match/everton-vs-wigan/30-08-2009/1543830
2009/2010,2009-08-30T16:00:00,Aston Villa,Fulham,https://www.xscores.com/soccer/match/aston-villa-vs-fulham/30-08-2009/1543845
2009/2010,2009-09-12T15:00:00,Blackburn,Wolverhampton,https://www.xscores.com/soccer/match/blackburn-vs-wolverhampton/12-09-2009/1543852
2009/2010,2009-09-12T15:00:00,Liverpool,Burnley,https://www.xscores.com/soccer/match/liverpool-vs-burnley/12-09-2009/1543853
2009/2010,2009-09-12T15:00:00,Manchester City,Arsenal,https://www.xscores.com/soccer/match/manchester-city-vs-arsenal/12-09-2009/1543854
2009/2010,2009-09-12T15:00:00,Portsmouth,Bolton,https://www.xscores.com/soccer/match/portsmouth-vs-bolton/12-09-2009/1543856
2009/2010,2009-09-12T15:00:00,Stoke,Chelsea,https://www.xscores.com/soccer/match/stoke-vs-chelsea/12-09-2009/1543858
2009/2010,2009-09-12T15:00:00,Sunderland,Hull,https://www.xscores.com/soccer/match/sunderland-vs-hull/12-09-2009/1543860
2009/2010,2009-09-12T15:00:00,Wigan,West Ham,https://www.xscores.com/soccer/match/wigan-vs-west-ham/12-09-2009/1543861
2009/2010,2009-09-12T17:30:00,Tottenham,Manchester United,https://www.xscores.com/soccer/match/tottenham-vs-manchester-united/12-09-2009/1543863
2009/2010,2009-09-13T12:00:00,Birmingham,Aston Villa,https://www.xscores.com/soccer/match/birmingham-vs-aston-villa/13-09-2009/1543864
2009/2010,2009-09-13T16:15:00,Fulham,Everton,https://www.xscores.com/soccer/match/fulham-vs-everton/13-09-2009/1543867
2009/2010,2009-09-19T12:45:00,Burnley,Sunderland,https://www.xscores.com/soccer/match/burnley-vs-sunderland/19-09-2009/1543875
2009/2010,2009-09-19T15:00:00,Arsenal,Wigan,https://www.xscores.com/soccer/match/arsenal-vs-wigan/19-09-2009/1543869
